distance,Raw,Median+Gaussian,Huber MRF lambda=0.1,Huber MRF lambda=1,Huber MRF lambda=10,derivative:Raw,derivative:Median+Gaussian,derivative:Huber MRF lambda=0.1,derivative:Huber MRF lambda=1,derivative:Huber MRF lambda=10,abs_derivative:Raw,abs_derivative:Median+Gaussian,abs_derivative:Huber MRF lambda=0.1,abs_derivative:Huber MRF lambda=1,abs_derivative:Huber MRF lambda=10
986,46976.0,46958.91924110532,47001.98137586664,47007.42773758771,46983.281282885066,40.0,-2.3004268952063285,44.98916415696658,46.83878386785,9.743349667336588,40.0,2.3004268952063285,44.98916415696658,46.83878386785,9.743349667336588
987,47216.0,46955.51386884468,47176.8774193568,47069.98039024942,46993.38869669665,-8.0,-4.42962933666422,-20.716859725816903,-10.457152213588415,-1.0231513535800332,8.0,4.42962933666422,20.716859725816903,10.457152213588415,1.0231513535800332
988,46960.0,46950.059982431994,46960.54765641501,46986.51343316054,46981.234980177906,-264.0,-6.404337351596041,-213.5914808667585,-70.2102405086116,-11.091967509848473,264.0,6.404337351596041,213.5914808667585,70.2102405086116,11.091967509848473
989,46688.0,46942.70519414149,46749.694457623285,46929.55990923219,46971.204761676956,224.0,-8.239179698452062,187.58328981226805,63.82643068775724,4.130019582895329,224.0,8.239179698452062,187.58328981226805,63.82643068775724,4.130019582895329
990,47408.0,46933.58162303509,47335.714236039545,47114.16629453605,46989.495019343696,160.0,-9.941144615513622,134.62675812639645,37.68953257188332,-2.634991366074246,160.0,9.941144615513622,134.62675812639645,37.68953257188332,2.634991366074246
991,47008.0,46922.82290491046,47018.94797387608,47004.93897437596,46965.93477894481,-312.0,-11.501676022577158,-262.0263927830856,-110.75783297210728,-25.663501451650518,312.0,11.501676022577158,262.0263927830856,110.75783297210728,25.663501451650518
992,46784.0,46910.578270989936,46811.66145047337,46892.65062859184,46938.168016440395,-56.0,-12.878663147181214,-68.97927103583788,-57.9630314882088,-20.05836168238966,56.0,12.878663147181214,68.97927103583788,57.9630314882088,20.05836168238966
993,46896.0,46897.0655786161,46880.9894318044,46889.01291139954,46925.81805558003,-8.0,-13.986284385864565,-5.724859646972618,-7.1312614925227535,-10.85905808136522,8.0,13.986284385864565,5.724859646972618,7.1312614925227535,10.85905808136522
994,46768.0,46882.60570221821,46800.21173117943,46878.38810560679,46916.449900277665,88.0,-14.70366196703253,80.28095527218466,44.569247010644176,-1.9456602884820313,88.0,14.70366196703253,80.28095527218466,44.569247010644176,1.9456602884820313
995,47072.0,46867.658254682035,47041.55134234877,46978.15140542083,46921.926735003064,88.0,-14.885558449313976,89.09632291321395,52.839002524451644,-2.026828524445591,88.0,14.885558449313976,89.09632291321395,52.839002524451644,2.026828524445591
996,46944.0,46852.83458531958,46978.404377005856,46984.066110655695,46912.39624322877,128.0,-14.391719128307159,108.87491968635732,25.947760562714393,-11.110679612855165,128.0,14.391719128307159,108.87491968635732,25.947760562714393,11.110679612855165
997,47328.0,46838.87481642542,47259.30118172149,47030.04692654626,46899.705375777354,-160.0,-13.110772003314196,-160.78452956066394,-102.99572083630483,-34.10559866255062,160.0,13.110772003314196,160.78452956066394,102.99572083630483,34.10559866255062
998,46624.0,46826.61304131295,46656.83531788453,46778.074668983085,46844.18504590367,-384.0,-10.989827281122416,-340.1020315305759,-174.9349230716325,-44.51107757849604,384.0,10.989827281122416,340.1020315305759,174.9349230716325,44.51107757849604
999,46560.0,46816.895161863176,46579.097118660335,46680.177080402995,46810.68322062036,40.0,-8.05624191458628,17.74739407747984,-37.80904837858907,-20.967664252297254,40.0,8.05624191458628,17.74739407747984,37.80904837858907,20.967664252297254
1000,46704.0,46810.50055748378,46692.33010603949,46702.45657222591,46802.24971739908,56.0,-4.4186732517737255,54.88351757657074,21.507777935865306,-3.521017351326009,56.0,4.4186732517737255,54.88351757657074,21.507777935865306,3.521017351326009
1001,46672.0,46808.05781535963,46688.864153813476,46723.192636274725,46803.64118591771,88.0,-0.24493187385451165,80.85481684138722,46.33238218618135,7.973527814516274,88.0,0.24493187385451165,80.85481684138722,46.33238218618135,7.973527814516274
1002,46880.0,46810.01069373607,46854.03973972226,46795.12133659827,46818.19677302811,40.0,4.248684886697447,35.374284520083165,29.4893686226751,11.465425761809456,40.0,4.248684886697447,35.374284520083165,29.4893686226751,11.465425761809456
1003,46752.0,46816.555185133024,46759.61272285364,46782.171373520076,46826.57203744133,-80.0,8.823138759220456,-56.3634026003856,2.135723681843956,12.103866285280674,80.0,8.823138759220456,56.3634026003856,2.135723681843956,12.103866285280674
1004,46720.0,46827.65697125451,46741.31293452149,46799.39278396196,46842.40450559867,96.0,13.25192845203128,88.26488427529694,56.917802422860404,21.95269343727705,96.0,13.25192845203128,88.26488427529694,56.917802422860404,21.95269343727705
1005,46944.0,46843.059042037086,46936.142491404236,46896.0069783658,46870.47742431588,184.0,17.310663515134365,155.54201390393064,72.6176835867409,24.396789933005493,184.0,17.310663515134365,155.54201390393064,72.6176835867409,24.396789933005493
1006,47088.0,46862.27829828478,47052.39696232935,46944.62815113544,46891.19808546468,-72.0,20.78516474297794,-61.76071742812201,-23.064751662641356,10.880565422034124,72.0,20.78516474297794,61.76071742812201,23.064751662641356,10.880565422034124
1007,46800.0,46884.62937152304,46812.62105654799,46849.877475040514,46892.23855515995,-208.0,23.476562089446816,-176.67062304138017,-69.8119385746686,5.65239745326835,208.0,23.476562089446816,176.67062304138017,69.8119385746686,5.65239745326835
1008,46672.0,46909.23142246367,46699.05571624659,46805.0042739861,46902.50288037122,24.0,25.197305863584916,21.713240931574546,21.628935938639188,21.789469229825045,24.0,25.197305863584916,21.713240931574546,21.628935938639188,21.789469229825045
1009,46848.0,46935.02398325021,46856.04753841114,46893.13534691779,46935.8174936196,216.0,25.786059733134607,197.2295142202529,110.69874639058617,37.70548792936461,216.0,25.786059733134607,197.2295142202529,110.69874639058617,37.70548792936461
1010,47104.0,46960.80354192994,47093.5147446871,47026.401766767274,46977.91385622995,216.0,25.135070623193315,185.04092971144564,94.46730323312295,35.79205542184354,216.0,25.135070623193315,185.04092971144564,94.46730323312295,35.79205542184354
1011,47280.0,46985.2941244966,47226.12939783403,47082.06995338404,47007.40160446329,-224.0,23.21977556532147,-178.96158314634158,-43.29683669122096,15.857828456504649,224.0,23.21977556532147,178.96158314634158,43.29683669122096,15.857828456504649
1012,46656.0,47007.243093060584,46735.591578394415,46939.80809338483,47009.62951314296,-56.0,20.127497210170986,-50.35670200412642,-0.3578133067858289,19.90938433681731,56.0,20.127497210170986,50.35670200412642,0.3578133067858289,19.90938433681731
1013,47168.0,47025.54911891694,47125.41599382578,47081.354326770466,47047.22037313692,200.0,16.07278580565253,176.9043845602464,98.22339677086711,31.551878650810977,200.0,16.07278580565253,176.9043845602464,98.22339677086711,31.551878650810977
1014,47056.0,47039.38866467189,47089.40034751491,47136.25488692657,47072.73327044458,128.0,11.398023091322102,130.98609126367228,95.02800361938716,26.349560829887196,128.0,11.398023091322102,130.98609126367228,95.02800361938716,26.349560829887196
1015,47424.0,47048.345165099585,47387.388176353124,47271.41033400924,47099.9194947967,136.0,6.539669217923802,114.92871060382458,58.86061408729074,10.98219909195177,136.0,6.539669217923802,114.92871060382458,58.86061408729074,10.98219909195177
1016,47328.0,47052.46800310774,47319.25776872256,47253.97611510115,47094.69766862848,-136.0,1.9704009005145053,-111.84156401779546,-54.44616135751494,-16.886942736789933,136.0,1.9704009005145053,111.84156401779546,54.44616135751494,16.886942736789933
1017,47152.0,47052.285966900614,47163.70504831753,47162.51801129421,47066.14560932312,-88.0,-1.8636363700243237,-97.02747881736286,-86.19909815982828,-32.84477883921136,88.0,1.8636363700243237,97.02747881736286,86.19909815982828,32.84477883921136
1018,47152.0,47048.74073036769,47125.20281108783,47081.57791878149,47029.00811095006,-192.0,-4.6123682219404145,-172.48818179056252,-116.15113312197718,-43.28709282555428,192.0,4.6123682219404145,172.48818179056252,116.15113312197718,43.28709282555428
1019,46768.0,47043.06123045673,46818.72868473641,46930.21574505026,46979.57142367201,-56.0,-6.0858208051431575,-52.830702669365564,-70.25430120611054,-38.85811609444863,56.0,6.0858208051431575,52.830702669365564,70.25430120611054,38.85811609444863
1020,47040.0,47036.5690887574,47019.5414057491,46941.06931636927,46951.29187876116,144.0,-6.285557740084187,98.51974975818302,-38.6117704963508,-32.714950972789666,144.0,6.285557740084187,98.51974975818302,38.6117704963508,32.714950972789666
1021,47056.0,47030.490114976565,47015.768184252775,46852.992204057555,46914.14152172643,-448.0,-5.399596707771707,-402.1328005937321,-189.58101028293459,-44.243280948412576,448.0,5.399596707771707,402.1328005937321,189.58101028293459,44.243280948412576
1022,46144.0,47025.76989534186,46215.275804561636,46561.9072958034,46862.80531686434,-272.0,-3.7845805332472082,-246.91285652167062,-82.13126035244932,-15.395939018875652,272.0,3.7845805332472082,246.91285652167062,82.13126035244932,15.395939018875652
1023,46512.0,47022.92095391007,46521.94247120943,46688.729683352656,46883.34964368868,592.0,-1.9018140245898394,517.9185902780737,215.18722922557936,39.11180900877662,592.0,1.9018140245898394,517.9185902780737,215.18722922557936,39.11180900877662
1024,47328.0,47021.96626729268,47251.11298511778,46992.28175425456,46941.02893488189,160.0,-0.23475123794924002,183.19587191413666,135.6929480291874,38.330737937307276,160.0,0.23475123794924002,183.19587191413666,135.6929480291874,38.330737937307276
1025,46832.0,47022.45145143417,46888.33421503771,46960.11557941103,46960.01111956329,-120.0,0.7928909725596895,-81.10769489152517,31.891614861982816,25.38274065956648,120.0,0.7928909725596895,81.10769489152517,31.891614861982816,25.38274065956648
1026,47088.0,47023.5520492378,47088.89759533473,47056.064983978526,46991.794416201024,264.0,0.883962284802692,205.05135697069636,79.98189655675378,26.973017447784514,264.0,0.883962284802692,205.05135697069636,79.98189655675378,26.973017447784514
1027,47360.0,47024.21937600378,47298.4369289791,47120.07937252454,47013.95715445886,-208.0,-0.07403727322889608,-172.91114751288478,-55.945925191714196,4.860595980775543,208.0,0.07403727322889608,172.91114751288478,55.945925191714196,4.860595980775543
1028,46672.0,47023.40397469134,46743.07530030896,46944.1731335951,47001.515608162576,-144.0,-1.993138168927544,-125.3500010725802,-39.81967213188909,4.034234111844853,144.0,1.993138168927544,125.3500010725802,39.81967213188909,4.034234111844853
1029,47072.0,47020.23309966592,47047.73692683394,47040.44002826076,47022.02562268255,216.0,-4.6146989020526235,183.3462606946814,80.48690879603964,18.011295654105197,216.0,4.6146989020526235,183.3462606946814,80.48690879603964,18.011295654105197
1030,47104.0,47014.174576887235,47109.767821698326,47105.14695118718,47037.538199470786,88.0,-7.5655314910072775,90.87000335602352,65.28039852000802,12.189486761773878,88.0,7.5655314910072775,90.87000335602352,65.28039852000802,12.189486761773878
1031,47248.0,47005.10203668391,47229.476933545986,47171.000825300776,47046.4045962061,16.0,-10.43351812567198,27.093779577611713,27.35428676398442,-1.2133734543858736,16.0,10.43351812567198,27.093779577611713,27.35428676398442,1.2133734543858736
1032,47136.0,46993.30754063589,47163.95538085355,47159.855524715145,47035.111452562014,96.0,-12.840916605851817,74.25535157529885,0.7824617719415983,-16.33757101597803,96.0,12.840916605851817,74.25535157529885,0.7824617719415983,16.33757101597803
1033,47440.0,46979.420203472204,47377.987636696584,47172.56574884466,47013.72945417414,-176.0,-14.530287798308564,-171.43026614118207,-121.00690144815235,-42.695525679169805,176.0,14.530287798308564,171.43026614118207,121.00690144815235,42.695525679169805
1034,46784.0,46964.246965039274,46821.094848571185,46917.84172181884,46949.720401203675,-312.0,-15.406228540468874,-296.01783980234177,-187.80316611639864,-55.7230329102822,312.0,15.406228540468874,296.01783980234177,187.80316611639864,55.7230329102822
1035,46816.0,46948.607746391266,46785.9519570919,46796.95941661186,46902.28338835358,-200.0,-15.542311284370953,-185.38310601979174,-130.40259690104722,-43.12284343241481,200.0,15.542311284370953,185.38310601979174,130.40259690104722,43.12284343241481
1036,46384.0,46933.16234247053,46450.3286365316,46657.036528016746,46863.474714338845,-16.0,-15.150798709932133,-3.980137902301067,-3.4046245867466496,-14.834938297793997,16.0,15.150798709932133,3.980137902301067,3.4046245867466496,14.834938297793997
1037,46784.0,46918.3061489714,46777.9916812873,46790.15016743837,46872.61351175799,352.0,-14.51220564137111,297.6214511921935,136.1887231408109,13.569473007042689,352.0,14.51220564137111,297.6214511921935,136.1887231408109,13.569473007042689
1038,47088.0,46904.13793118779,47045.57153891599,46929.41397429837,46890.61366035293,40.0,-13.894465958830551,55.437552208644775,59.97079400918301,8.130831612590555,40.0,13.894465958830551,55.437552208644775,59.97079400918301,8.130831612590555
1039,46864.0,46890.51721705374,46888.86678570459,46910.091755456735,46888.87517498317,-48.0,-13.474780672560883,-32.37082468844892,3.7236588867381215,-0.4947266206036147,48.0,13.474780672560883,32.37082468844892,3.7236588867381215,0.4947266206036147
1040,46992.0,46877.18836984267,46980.82988953909,46936.861292071844,46889.62420711172,56.0,-13.280845837485685,36.112551529935445,-0.7998173489722831,-4.36975751585851,56.0,13.280845837485685,36.112551529935445,0.7998173489722831,4.36975751585851
1041,46976.0,46863.95552537877,46961.09188876446,46908.49212075879,46880.135659951455,-88.0,-13.174091423763457,-94.27855695234757,-62.12311093365497,-14.28176416270071,88.0,13.174091423763457,94.27855695234757,62.12311093365497,14.28176416270071
1042,46816.0,46850.84018699514,46792.272775634396,46812.615070204534,46861.06067878632,-384.0,-12.889574447330233,-335.9368079364067,-97.56951545198899,-16.821947225813346,384.0,12.889574447330233,335.9368079364067,97.56951545198899,16.821947225813346
1043,46208.0,46838.17637648411,46289.218272891645,46713.35308985481,46846.49176549983,456.0,-12.091190217415715,427.25447489312864,158.0047352891852,17.35567498849923,456.0,12.091190217415715,427.25447489312864,158.0047352891852,17.35567498849923
1044,47728.0,46826.65780656031,47646.78172542065,47128.624540782905,46895.77202876332,328.0,-10.46863624148682,305.2899813401491,110.99355060804737,7.668864701656275,328.0,10.46863624148682,305.2899813401491,110.99355060804737,7.668864701656275
1045,46864.0,46817.239104001135,46899.79823557194,46935.34019107091,46861.82949490314,-424.0,-7.8380457355160615,-397.54625389618013,-157.61425417654755,-34.051059115023236,424.0,7.8380457355160615,397.54625389618013,157.61425417654755,34.051059115023236
1046,46880.0,46810.98171508928,46851.68921762829,46813.39603242981,46827.669910533274,-184.0,-4.192117594360752,-189.66292980218714,-155.24614242619646,-36.7760888432058,184.0,4.192117594360752,189.66292980218714,155.24614242619646,36.7760888432058
1047,46496.0,46808.854868812414,46520.47237596757,46624.847906218514,46788.27731721673,-232.0,0.25316973870940274,-208.85496182289717,-124.12417310203091,-24.77872745570494,232.0,0.25316973870940274,208.85496182289717,124.12417310203091,24.77872745570494
1048,46416.0,46811.4880545667,46433.9792939825,46565.14768622575,46778.112455621864,0.0,5.077752384226187,3.4033879274429637,14.873623120100092,7.940761186226155,0.0,5.077752384226187,3.4033879274429637,14.873623120100092,7.940761186226155
1049,46496.0,46819.010373580866,46527.279151822455,46654.595152458714,46804.15883958918,320.0,9.730885321230744,296.0320037172387,168.74504246233118,41.454325946779136,320.0,9.730885321230744,296.0320037172387,168.74504246233118,41.454325946779136
1050,47056.0,46830.94982520916,47026.043301416976,46902.63777115041,46861.02110751542,336.0,13.61868112520824,302.6442699144136,171.3615042668971,47.11332330201185,336.0,13.61868112520824,302.6442699144136,171.3615042668971,47.11332330201185
1051,47168.0,46846.24773583128,47132.56769165128,46997.31816099251,46898.385486193205,-96.0,16.20250951727212,-70.63715150926873,9.339470338349201,23.883652987442474,96.0,16.20250951727212,70.63715150926873,9.339470338349201,23.883652987442474
1052,46864.0,46863.3548442437,46884.76899839844,46921.31671182711,46908.78841349031,-168.0,17.09230002247932,-143.9537012606379,-47.34309325184222,12.64234797161771,168.0,17.09230002247932,143.9537012606379,47.34309325184222,12.64234797161771
1053,46832.0,46880.43233587624,46844.660289130006,46902.631974488824,46923.67018213644,32.0,16.115705171207082,23.192736381588475,16.631249906127778,19.465277752951806,32.0,16.115705171207082,23.192736381588475,16.631249906127778,19.465277752951806
1054,46928.0,46895.58625458612,46931.154471161615,46954.579211639364,46947.71896899621,112.0,13.333649380438146,102.26653783970323,65.23684297021828,25.034735309585813,112.0,13.333649380438146,102.26653783970323,65.23684297021828,25.034735309585813
1055,47056.0,46907.09963463712,47049.19336480941,47033.10566042926,46973.73965275561,80.0,9.023557080581668,84.0057176948394,67.07927900452705,21.907666397179128,80.0,9.023557080581668,84.0057176948394,67.07927900452705,21.907666397179128
1056,47088.0,46913.63336874728,47099.165906551294,47088.73776964842,46991.53430179057,120.0,3.6403900994300784,105.80207449836962,56.00099404336652,12.971364124485262,120.0,3.6403900994300784,105.80207449836962,56.00099404336652,12.971364124485262
1057,47296.0,46914.38041483598,47260.79751380615,47145.107648515994,46999.68238100458,-8.0,-2.2427497205280815,-14.380823714382132,-19.0762968744275,-6.667801735755347,8.0,2.2427497205280815,14.380823714382132,19.0762968744275,6.667801735755347
1058,47072.0,46909.14786930622,47070.40425912253,47050.58517589956,46978.19869831906,-224.0,-8.011739373476303,-198.37195907098794,-105.22988466664901,-26.17374776957513,224.0,8.011739373476303,198.37195907098794,105.22988466664901,26.17374776957513
1059,46848.0,46898.356936089025,46864.053595664176,46934.647879182696,46947.33488546543,-144.0,-13.08022028524283,-126.08268513748772,-72.61335712552318,-25.897068580350606,144.0,13.08022028524283,126.08268513748772,72.61335712552318,25.897068580350606
1060,46784.0,46882.98742873574,46818.238888847554,46905.35846164852,46926.40456115836,160.0,-16.93886305090564,125.3797374211681,31.389813290079474,-13.81009624915896,160.0,16.93886305090564,125.3797374211681,31.389813290079474,13.81009624915896
1061,47168.0,46864.479209987214,47114.81307050651,46997.427505762855,46919.714692967114,24.0,-19.19655836680613,30.639534191526764,6.7827969957688765,-19.104133542885393,24.0,19.19655836680613,30.639534191526764,6.7827969957688765,19.104133542885393
1062,46832.0,46844.594312002126,46879.51795723061,46918.924055640055,46888.196294072586,8.0,-19.608644057185302,2.2946728771203198,-35.04142230277648,-28.708584190899273,8.0,19.608644057185302,2.2946728771203198,35.04142230277648,28.708584190899273
1063,47184.0,46825.26192187284,47119.40241626075,46927.3446611573,46862.297524585316,-208.0,-18.078437436208333,-200.72713989558542,-119.90706390410196,-41.98389325800599,208.0,18.078437436208333,200.72713989558542,119.90706390410196,41.98389325800599
1064,46416.0,46808.43743712971,46478.06367743944,46679.10992783185,46804.228507556574,-232.0,-14.667893615838693,-213.39667139465382,-116.67976940952212,-38.65759165091367,232.0,14.667893615838693,213.39667139465382,116.67976940952212,38.65759165091367
1065,46720.0,46795.926134641166,46692.609073471445,46693.98512233826,46784.98234128349,96.0,-9.591054953802086,77.59076338924206,1.8677556755319529,-15.99704920890872,96.0,9.591054953802086,77.59076338924206,1.8677556755319529,15.99704920890872
1066,46608.0,46789.255327222105,46633.24520421792,46682.845439182915,46772.23440913876,72.0,-3.191985571043915,66.86215183608147,26.283036436117982,-4.536211687795003,72.0,3.191985571043915,66.86215183608147,26.283036436117982,4.536211687795003
1067,46864.0,46789.54216349908,46826.33337714361,46746.55119521049,46775.9099179079,0.0,4.068504856633808,4.755058643739176,4.9813536328219925,-0.7289953354629688,0.0,4.068504856633808,4.755058643739176,4.9813536328219925,0.7289953354629688
1068,46608.0,46797.39233693537,46642.7553215054,46692.80814644856,46770.77641846783,-8.0,11.64668000088568,-9.801448111233185,-11.338975537652004,3.0053214833242237,8.0,11.64668000088568,9.801448111233185,11.338975537652004,3.0053214833242237
1069,46848.0,46812.83552350085,46806.73048092114,46723.87324413519,46781.92056087455,-32.0,18.967988160493405,-42.37243597854467,-30.998280245774367,7.840170450443111,32.0,18.967988160493405,42.37243597854467,30.998280245774367,7.840170450443111
1070,46544.0,46835.32831325636,46558.01044954831,46630.81158595701,46786.45675936872,-224.0,25.480530672361056,-178.66778363128105,-49.655865199678374,16.65903646260631,224.0,25.480530672361056,178.66778363128105,49.655865199678374,16.65903646260631
1071,46400.0,46863.79658484557,46449.39491365858,46624.56151373583,46815.23863379976,152.0,30.718398675242497,138.35903240314656,106.03068464673925,49.543806121029775,152.0,30.718398675242497,138.35903240314656,106.03068464673925,49.543806121029775
1072,46848.0,46896.765110606844,46834.7285143546,46842.87295525049,46885.54437161078,336.0,34.35653784027454,318.97617246906157,215.7479191399034,72.18295639155622,336.0,34.35653784027454,318.97617246906157,215.7479191399034,72.18295639155622
1073,47072.0,46932.50966052612,47087.3472585967,47056.05735201564,46959.60454658287,416.0,36.246241091906995,382.02660901068157,205.21307277296364,68.44040230123937,416.0,36.246241091906995,382.02660901068157,205.21307277296364,68.44040230123937
1074,47680.0,46969.25759279066,47598.78173237597,47253.299100796416,47022.425176213255,-216.0,36.43222973506272,-183.06449459149007,-16.108700821008824,29.941888441047922,216.0,36.43222973506272,183.06449459149007,16.108700821008824,29.941888441047922
1075,46640.0,47005.374119996246,46721.21826941372,47023.83995037362,47019.48832346497,-152.0,35.12656332030383,-139.0845927522314,-37.53917523598648,16.037563424957625,152.0,35.12656332030383,139.0845927522314,37.53917523598648,16.037563424957625
1076,47376.0,47039.510719431266,47320.6125468715,47178.22075032444,47054.50030306317,256.0,32.6592850033594,225.80554713942183,55.491175113045756,18.936994751362363,256.0,32.6592850033594,225.80554713942183,55.491175113045756,18.936994751362363
1077,47152.0,47070.692690002965,47172.82936369257,47134.82230059971,47057.36231296769,-48.0,29.40395627946782,-43.63636471611608,-51.98729942487262,-1.869874447093025,48.0,29.40395627946782,43.63636471611608,51.98729942487262,1.869874447093025
1078,47280.0,47098.3186319902,47233.33981743927,47074.2461514747,47050.760554168985,-400.0,25.700786094173964,-369.8055447836341,-163.45307338766725,-18.063731090256624,400.0,25.700786094173964,369.8055447836341,163.45307338766725,18.063731090256624
1079,46352.0,47122.09426219131,46433.2182741253,46807.91615382438,47021.23485078718,-80.0,21.80261178359433,-74.80789393814848,-38.37192073812548,3.9360391575501126,80.0,21.80261178359433,74.80789393814848,38.37192073812548,3.9360391575501126
1080,47120.0,47141.92385555739,47083.724029562974,46997.50230999845,47058.632632484085,400.0,17.84963519071607,346.9187102299147,128.3373111732908,34.32941332111295,400.0,17.84963519071607,346.9187102299147,128.3373111732908,34.32941332111295
1081,47152.0,47157.793532572745,47127.05569458513,47064.59077617096,47089.893677429405,-120.0,13.875222918464715,-81.38986205219408,23.383854257990606,28.155728816789633,120.0,13.875222918464715,81.38986205219408,23.383854257990606,28.155728816789633
1082,46880.0,47169.67430139432,46920.944305458586,47044.27001851443,47114.944090117664,-24.0,9.846590303845005,-1.389861833606119,61.81425160068102,36.79761719414091,24.0,9.846590303845005,1.389861833606119,61.81425160068102,36.79761719414091
1083,47104.0,47177.486713180435,47124.275970917915,47188.21927937232,47163.48891181769,400.0,5.720233947256929,347.8620915166284,186.0589005440561,51.51926729090701,400.0,5.720233947256929,347.8620915166284,186.0589005440561,51.51926729090701
1084,47680.0,47181.11476928883,47616.66848849184,47416.38781960254,47217.98262469948,120.0,1.4901142797607463,132.58438856542853,96.36245003148724,31.392844116762717,120.0,1.4901142797607463,132.58438856542853,96.36245003148724,31.392844116762717
1085,47344.0,47180.46694173996,47389.44474804877,47380.9441794353,47226.27460005121,0.0,-2.7809683494560886,-1.9920116756111383e-07,-16.97155044959436,2.405705354300153,0.0,2.7809683494560886,1.9920116756111383e-07,16.97155044959436,2.405705354300153
1086,47680.0,47175.55283258992,47616.66848809344,47382.44471870335,47222.79403540808,-304.0,-6.958973780361703,-291.0809337743958,-147.27710138026669,-26.34086287273385,304.0,6.958973780361703,291.0809337743958,147.27710138026669,26.34086287273385
1087,46736.0,47166.54899417923,46807.28288049998,47086.38997667476,47173.592874305745,-280.0,-10.871401326854539,-251.32409080728758,-120.8597536912057,-27.321517387044878,280.0,10.871401326854539,251.32409080728758,120.8597536912057,27.321517387044878
1088,47120.0,47153.81002993621,47114.020306478866,47140.72521132094,47168.15100063399,344.0,-14.346756386130437,276.83895837322416,64.69784030664232,-3.034323640058574,344.0,14.346756386130437,276.83895837322416,64.69784030664232,3.034323640058574
1089,47424.0,47137.85548140697,47360.96079724643,47215.78565728805,47167.52422702563,-96.0,-17.26335392029432,-68.25552300028721,-29.046725388863706,-13.450562257075944,96.0,17.26335392029432,68.25552300028721,29.046725388863706,13.450562257075944
1090,46928.0,47119.28332209562,46977.50926047829,47082.63176054321,47141.24987611984,-160.0,-19.58572565646682,-135.90523437667434,-55.83801647323344,-15.611857099804183,160.0,19.58572565646682,135.90523437667434,55.83801647323344,15.611857099804183
1091,47104.0,47098.68403009404,47089.15032849308,47104.10962434158,47136.30051282602,40.0,-21.358623161519063,37.39271048018418,21.532675969156116,-3.334337652511749,40.0,21.358623161519063,37.39271048018418,21.532675969156116,3.334337652511749
1092,47008.0,47076.566075772585,47052.29468143866,47125.697112481525,47134.58120081481,232.0,-22.681751536147203,198.81571678989712,80.43604438070906,4.6097480295320565,232.0,22.681751536147203,198.81571678989712,80.43604438070906,4.6097480295320565
1093,47568.0,47053.320527021744,47486.781762072875,47264.981713103,47145.52000888508,-40.0,-23.675054938583344,-38.33247605072029,-12.224542827025289,-10.185191485474206,40.0,23.675054938583344,38.33247605072029,12.224542827025289,10.185191485474206
1094,46928.0,47029.21596589542,46975.62972933722,47101.248026827474,47114.210817843865,-272.0,-24.424713167703885,-220.4729756512461,-77.10967286178857,-21.998650149027526,272.0,24.424713167703885,220.4729756512461,77.10967286178857,21.998650149027526
1095,47024.0,47004.471100686336,47045.83581077038,47110.76236737942,47101.52270858703,232.0,-24.930418348129024,179.3851352850579,52.89552424165959,-8.811973827483598,232.0,24.930418348129024,179.3851352850579,52.89552424165959,8.811973827483598
1096,47392.0,46979.35512919916,47334.399999907335,47207.03907531079,47096.5868701889,-16.0,-25.102592935923894,0.5641886736302695,3.796245586767327,-19.706494888687303,16.0,25.102592935923894,0.5641886736302695,3.796245586767327,19.706494888687303
1097,46992.0,46954.26591481449,47046.96418811764,47118.35485855296,47062.109718809654,-8.0,-24.776069397510582,-12.614871201461938,-25.506787481353967,-30.971665438759374,8.0,24.776069397510582,12.614871201461938,25.506787481353967,30.971665438759374
1098,47376.0,46929.80299040414,47309.17025750441,47156.025500348085,47034.64353931138,-72.0,-23.760461803110957,-73.75169209587693,-72.31660803082923,-44.53400253270593,72.0,23.760461803110957,73.75169209587693,72.31660803082923,44.53400253270593
1099,46848.0,46906.74499120827,46899.46080392589,46973.7216424913,46973.04171374424,-160.0,-21.90996780227215,-150.59638494434694,-119.443036611141,-55.34973987992635,160.0,21.90996780227215,150.59638494434694,119.443036611141,55.34973987992635
1100,47056.0,46885.983054799595,47007.97748761572,46917.1394271258,46923.944059551526,-120.0,-19.177776202090172,-131.59587823158654,-126.0125018025974,-55.70045121513613,120.0,19.177776202090172,131.59587823158654,126.0125018025974,55.70045121513613
1101,46608.0,46868.389438804086,46636.269047462716,46721.696638886104,46861.64081131397,-264.0,-15.666378309466381,-230.36320283943132,-138.59446879664029,-49.62120767186207,264.0,15.666378309466381,230.36320283943132,138.59446879664029,49.62120767186207
1102,46528.0,46854.65029818066,46547.251081936854,46639.95048953252,46824.7016442078,24.0,-11.636333440401359,7.237444158417929,-25.770904587323457,-22.104084895774577,24.0,11.636333440401359,7.237444158417929,25.770904587323457,22.104084895774577
1103,46656.0,46845.11677192328,46650.74393577955,46670.15482971146,46817.43264152242,88.0,-7.461277851740306,77.21253274045739,37.28175503466264,0.8026293907387299,88.0,7.461277851740306,77.21253274045739,37.28175503466264,0.8026293907387299
1104,46704.0,46839.72774247718,46701.67614741777,46714.51399960185,46826.30690298928,32.0,-3.571873926495755,39.31294872705257,49.61616969131501,14.989606616323726,32.0,3.571873926495755,39.31294872705257,49.61616969131501,14.989606616323726
