distance,Raw,Median+Gaussian,Huber MRF lambda=0.1,Huber MRF lambda=1,Huber MRF lambda=10,derivative:Raw,derivative:Median+Gaussian,derivative:Huber MRF lambda=0.1,derivative:Huber MRF lambda=1,derivative:Huber MRF lambda=10,abs_derivative:Raw,abs_derivative:Median+Gaussian,abs_derivative:Huber MRF lambda=0.1,abs_derivative:Huber MRF lambda=1,abs_derivative:Huber MRF lambda=10
252,47152.0,46571.79622352864,47070.78174735398,46832.492149964666,46671.01093613819,56.0,0.17810209645176656,52.699299163265096,25.560146888776217,7.533988414630585,56.0,0.17810209645176656,52.699299163265096,25.560146888776217,7.533988414630585
253,46560.0,46570.44055819797,46610.90339996617,46698.29837183577,46654.49547135973,-216.0,-3.3440168202905625,-178.4677969264958,-65.04459221100478,-11.790691210469959,216.0,3.3440168202905625,178.4677969264958,65.04459221100478,11.790691210469959
254,46720.0,46565.10818988806,46713.84615350099,46702.40296554266,46647.42955371725,120.0,-7.427455109776929,72.173521039771,-4.69392352178329,-10.694439956623683,120.0,7.427455109776929,72.173521039771,4.69392352178329,10.694439956623683
255,46800.0,46555.58564797842,46755.25044204571,46688.910524792205,46633.106591446485,-256.0,-11.322868775147072,-212.31394592420838,-69.03717835435236,-22.667632698437956,256.0,11.322868775147072,212.31394592420838,69.03717835435236,22.667632698437956
256,46208.0,46542.462452337764,46289.218261652575,46564.32860883395,46602.094288320375,208.0,-14.249275654412486,189.76564614881136,53.58238845872256,-11.307588710093114,208.0,14.249275654412486,189.76564614881136,53.58238845872256,11.307588710093114
257,47216.0,46527.087096669595,47134.781734343334,46796.07530170965,46610.4914140263,160.0,-15.533684089950839,138.65802199497557,21.784343730523688,-21.878303592762677,160.0,15.533684089950839,138.65802199497557,21.784343730523688,21.878303592762677
258,46528.0,46511.39508415786,46566.534305642526,46607.897296295,46558.33768113485,-320.0,-14.731389688426134,-294.49785165726644,-148.22935726714786,-50.636848834703414,320.0,14.731389688426134,294.49785165726644,148.22935726714786,50.636848834703414
259,46576.0,46497.62431729274,46545.7860310288,46499.616587175355,46509.21771635689,-168.0,-11.71648380589977,-171.8181194697172,-146.47241553196727,-52.4590789601134,168.0,11.71648380589977,171.8181194697172,146.47241553196727,52.4590789601134
260,46192.0,46487.96211654606,46222.89806670309,46314.952465231065,46453.41952321462,-184.0,-6.727009151698439,-168.39763081024284,-123.18788932875759,-42.72721698154055,184.0,6.727009151698439,168.39763081024284,123.18788932875759,42.72721698154055
261,46208.0,46484.170298989346,46208.990769408316,46253.24080851784,46423.76328239381,8.0,-0.32964351428017835,-8.953450253200572,-39.091252454301866,-18.868076701121026,8.0,0.32964351428017835,8.953450253200572,39.091252454301866,18.868076701121026
262,46208.0,46487.3028295175,46204.99116619669,46236.76996032246,46415.68336981238,-32.0,6.671686561923707,-19.04377222816038,-2.0858680341516447,2.304255909191852,32.0,6.671686561923707,19.04377222816038,2.0858680341516447,2.304255909191852
263,46144.0,46497.51367211319,46170.903224951995,46249.069072449536,46428.371794212195,120.0,13.369150422749954,100.42818351526512,64.8336483518433,26.907014110420278,120.0,13.369150422749954,100.42818351526512,64.8336483518433,26.907014110420278
264,46448.0,46514.041130363,46405.84753322722,46366.43725702615,46469.49739803322,8.0,18.915173573688662,24.18197441133816,76.58681308968517,42.20047372268891,8.0,18.915173573688662,24.18197441133816,76.58681308968517,42.20047372268891
265,46160.0,46535.34401926057,46219.26717377467,46402.24269862891,46512.77274165757,216.0,22.65931511412782,216.39717370541257,156.92679091720856,60.91398070723153,216.0,22.65931511412782,216.39717370541257,156.92679091720856,60.91398070723153
266,46880.0,46559.35976059126,46838.641880638046,46680.290838860565,46591.325359447685,336.0,24.243949158852047,305.9424457689893,178.19355966194053,64.11888576249476,336.0,24.243949158852047,305.9424457689893,178.19355966194053,64.11888576249476
267,46832.0,46583.831917578274,46831.15206531265,46758.62981795279,46641.01051318256,-24.0,23.64915175821079,-11.729488762153778,41.65388806862029,40.13567939400673,24.0,23.64915175821079,11.729488762153778,41.65388806862029,40.13567939400673
268,46832.0,46606.65806410768,46815.18290311374,46763.598614997805,46671.5967182357,-112.0,21.159525347986346,-100.05464663023304,-29.231895456083294,22.566040964917192,112.0,21.159525347986346,100.05464663023304,29.231895456083294,22.566040964917192
269,46608.0,46626.15096827425,46631.042772052184,46700.16602704062,46686.1425951124,-88.0,17.27510875491862,-68.9262708006172,-17.34957443687017,18.453006632320466,88.0,17.27510875491862,68.9262708006172,17.34957443687017,18.453006632320466
270,46656.0,46641.20828161752,46677.330361512504,46728.899466124065,46708.50273150034,192.0,12.607023899614433,152.93939702285934,65.18317214547278,24.985272962960153,192.0,12.607023899614433,152.93939702285934,65.18317214547278,24.985272962960153
271,46992.0,46651.365016073476,46936.9215660979,46830.53237133157,46736.11314103832,-40.0,7.764673169305752,-15.800964925081644,20.89909087328124,14.816066589894035,40.0,7.764673169305752,15.800964925081644,20.89909087328124,14.816066589894035
272,46576.0,46656.73762795613,46645.72843166234,46770.69764787063,46738.13486468013,104.0,3.2718935836564924,90.93009890193571,37.51410047438185,10.12846687581623,104.0,3.2718935836564924,90.93009890193571,37.51410047438185,10.12846687581623
273,47200.0,46657.90880324079,47118.781763901774,46905.56057228033,46756.37007478995,16.0,-0.48770270265231375,2.7671266218712844,-12.356789450139331,-3.9462861506799527,16.0,0.48770270265231375,2.7671266218712844,12.356789450139331,3.9462861506799527
274,46608.0,46655.762222550824,46651.26268490608,46745.98406897035,46730.24229237877,-264.0,-3.284622721217602,-220.49170436464556,-90.58446882480348,-20.01566779224595,264.0,3.284622721217602,220.49170436464556,90.58446882480348,20.01566779224595
275,46672.0,46651.339557798354,46677.79835517248,46724.39163463072,46716.33873920546,72.0,-5.033757993041945,55.527446128835436,4.603382975736167,-11.686616213031812,72.0,5.033757993041945,55.527446128835436,4.603382975736167,11.686616213031812
276,46752.0,46645.69470656474,46762.317577163754,46755.19083492182,46706.8690599527,168.0,-5.7788078198173025,136.10710781002126,32.394617752004706,-11.726226255123038,168.0,5.7788078198173025,136.10710781002126,32.394617752004706,11.726226255123038
277,47008.0,46639.78194215872,46950.012570792525,46789.18087013473,46692.88628669521,-112.0,-5.657743506599218,-102.24215240859849,-75.41952971972205,-29.738458922733116,112.0,5.657743506599218,102.24215240859849,75.41952971972205,29.738458922733116
278,46528.0,46634.37921955154,46557.83327234656,46604.35177548238,46647.39214210724,-264.0,-4.884928234452673,-243.01293671317399,-146.65320691117086,-39.52453748260814,264.0,4.884928234452673,243.01293671317399,146.65320691117086,39.52453748260814
279,46480.0,46630.012085689814,46463.98669736618,46495.87445631239,46613.837211729995,-192.0,-3.7261802902467025,-173.91308814948934,-100.54009101379052,-26.863069790742884,192.0,3.7261802902467025,173.91308814948934,100.54009101379052,26.863069790742884
280,46144.0,46626.92685897105,46210.00709604758,46403.271593454796,46593.66600252575,96.0,-2.4692204252714873,81.46992736197353,37.032933869806584,2.312090922041534,96.0,2.4692204252714873,81.46992736197353,37.032933869806584,2.312090922041534
281,46672.0,46625.07364483927,46626.926552090124,46569.940324052004,46618.46139357408,200.0,-1.4016140510248078,186.1381680504819,115.63889262320663,22.11846072703338,200.0,1.4016140510248078,186.1381680504819,115.63889262320663,22.11846072703338
282,46544.0,46624.123630869,46582.28343214854,46634.54937870121,46637.90292397982,144.0,-0.7710695160239993,146.77404080111228,109.88374399980967,24.136676604728564,144.0,0.7710695160239993,146.77404080111228,109.88374399980967,24.136676604728564
283,46960.0,46623.53150580722,46920.47463369235,46789.70781205162,46666.734746783535,168.0,-0.7525797608650464,140.56437000557344,70.01233937622237,14.168560142894421,168.0,0.7525797608650464,140.56437000557344,70.01233937622237,14.168560142894421
284,46880.0,46622.61847134727,46863.41217215969,46774.574057453654,46666.24004426561,-160.0,-1.4229768252771464,-140.00160073423103,-67.84672587113891,-11.182700304649188,160.0,1.4229768252771464,140.00160073423103,67.84672587113891,11.182700304649188
285,46640.0,46620.68555215667,46640.47143222389,46654.014360309346,46644.36934617424,-248.0,-2.741728164401138,-220.58357881636766,-113.55251698963548,-21.65223078265626,248.0,2.741728164401138,220.58357881636766,113.55251698963548,21.65223078265626
286,46384.0,46617.135015018466,46422.245014526954,46547.46902347438,46622.935582700295,-24.0,-4.545599649594806,-27.00134506217728,-24.810825097774796,-9.486984338927869,24.0,4.545599649594806,27.00134506217728,24.810825097774796,9.486984338927869
287,46592.0,46611.59435285748,46586.46874209953,46604.392710113796,46625.39537749638,160.0,-6.564623428908817,136.56743807024395,63.12004169631109,4.129563670907373,160.0,6.564623428908817,136.56743807024395,63.12004169631109,4.129563670907373
288,46704.0,46604.00576816065,46695.37989066744,46673.709106867005,46631.19471004211,56.0,-8.47502447673105,65.81060190513381,54.17095018671171,2.1590680478329887,56.0,8.47502447673105,65.81060190513381,54.17095018671171,2.1590680478329887
289,46704.0,46594.64430390402,46718.0899459098,46712.73461048722,46629.71351359205,104.0,-9.947469571874535,93.15978479136538,43.39280886382039,-5.195520770459552,104.0,9.947469571874535,93.15978479136538,43.39280886382039,5.195520770459552
290,46912.0,46584.1108290169,46881.69946025017,46760.494724594646,46620.80366850119,32.0,-10.70062547274938,12.106815591225313,-27.992523595246894,-23.46966166580023,32.0,10.70062547274938,12.106815591225313,27.992523595246894,23.46966166580023
291,46768.0,46573.24305295852,46742.30357709225,46656.749563296726,46582.77419026045,-304.0,-10.570188063167734,-267.87799769664707,-159.37037964955744,-47.29076872771839,304.0,10.570188063167734,267.87799769664707,159.37037964955744,47.29076872771839
292,46304.0,46562.970452890564,46345.94346485688,46441.75396529553,46526.22213104575,-184.0,-9.532913227114477,-186.64278795098653,-146.1186153534327,-45.44095266240765,184.0,9.532913227114477,186.64278795098653,146.1186153534327,45.44095266240765
293,46400.0,46554.17722650429,46369.01800119028,46364.51233258986,46491.89228493563,-144.0,-7.709568998572649,-131.83545771519493,-94.98546641073699,-29.735231863338413,144.0,7.709568998572649,131.83545771519493,94.98546641073699,29.735231863338413
294,46016.0,46547.55131489342,46082.27254942649,46251.78303247406,46466.75166731908,64.0,-5.3439230260082695,44.61729536863277,5.162216121225356,-2.6030342506019224,64.0,5.3439230260082695,44.61729536863277,5.162216121225356,2.6030342506019224
295,46528.0,46543.48938045227,46458.25259192754,46374.83676483231,46486.68621643443,24.0,-2.736280118137074,27.24300213877359,46.47211477440578,17.868859937072557,24.0,2.736280118137074,27.24300213877359,46.47211477440578,17.868859937072557
296,46064.0,46542.078754657145,46136.758553704036,46344.72726202287,46502.48938719322,64.0,-0.1679497597142472,98.87368709122893,110.25412820199563,37.727640118453564,64.0,0.1679497597142472,98.87368709122893,110.25412820199563,37.727640118453564
297,46656.0,46543.153480932844,46655.99996611,46595.3450212363,46562.141496671335,544.0,2.156765196883498,467.0116006415592,220.2902698315811,54.9591843116832,544.0,2.156765196883498,467.0116006415592,220.2902698315811,54.9591843116832
298,47152.0,46546.39228505091,47070.781754987154,46785.30780168603,46612.40775581659,-136.0,4.151034049878945,-105.17339200895367,6.616681292740395,23.286646936077886,136.0,4.151034049878945,105.17339200895367,6.616681292740395,23.286646936077886
