angle_deg,image_index,image,method,rmse_from_raw,mae_from_raw,residual_std,derivative_noise_mad,max_abs_derivative,max_abs_derivative_position,major_candidate_position,major_candidate_shift_from_median_gaussian,main_peak_prominence,main_peak_width,significant_peak_count,artificial_peak_suspect_count,assessment
126,21,img114324_ 21_126.tiff,Raw,0.0,0.0,0.0,177.91199999999998,1184.0,506,506,0,1184.0,3.9629629629629903,8,0,candidate_only_not_PD
126,21,img114324_ 21_126.tiff,Median+Gaussian,329.17978629073394,226.47658548135544,329.1797765857839,8.697987010365456,224.29394286233583,506,506,0,224.2805418565731,8.08173461419824,9,0,candidate_only_not_PD
126,21,img114324_ 21_126.tiff,Huber MRF lambda=0.1,33.60854698901554,27.676165973366565,33.60854698901554,155.02617512273616,1183.5062978770948,506,506,0,1183.1289198467603,3.918346337008188,12,0,candidate_only_not_PD
126,21,img114324_ 21_126.tiff,Huber MRF lambda=1,141.75393080504023,111.67376646352389,141.75393080504023,78.71199139834725,1164.518930777369,506,506,0,1164.2630387289355,3.6517717646325423,10,0,candidate_only_not_PD
126,21,img114324_ 21_126.tiff,Huber MRF lambda=10,249.2207680005547,188.89796426546926,249.2207680005547,20.61457323928322,786.2525792422675,506,506,0,786.1425736337878,2.712256417444962,10,0,candidate_only_not_PD
132,22,img114329_ 22_132.tiff,Raw,0.0,0.0,0.0,154.19039999999998,968.0,506,506,0,968.0,2.634046052631561,8,0,candidate_only_not_PD
132,22,img114329_ 22_132.tiff,Median+Gaussian,258.173899021098,185.36998921552197,258.1536015822952,8.276790504638951,163.61620688523544,506,506,0,163.5594994410676,8.388904767695863,8,0,candidate_only_not_PD
132,22,img114329_ 22_132.tiff,Huber MRF lambda=0.1,28.494792891488476,23.83512656943097,28.494792891488476,134.1395493005373,964.0530169359263,506,506,0,964.0530124585748,2.6496768141710163,8,0,candidate_only_not_PD
132,22,img114329_ 22_132.tiff,Huber MRF lambda=1,121.87627164934062,97.11196751947324,121.87627164934062,67.91041207646249,944.0071657242988,506,506,0,943.8169235083042,2.5637492866426896,10,0,candidate_only_not_PD
132,22,img114329_ 22_132.tiff,Huber MRF lambda=10,212.15233148268157,161.49659746614836,212.15233148268157,17.794246953834303,419.6642333185737,506,506,0,419.5999298842071,3.6121959328773983,9,0,candidate_only_not_PD
138,23,img114333_ 23_138.tiff,Raw,0.0,0.0,0.0,177.91199999999998,1296.0,507,507,1,1296.0,2.7208791208791467,8,0,candidate_only_not_PD
138,23,img114333_ 23_138.tiff,Median+Gaussian,330.1040657542219,227.02931510206167,330.0941555624639,11.872979831868086,208.94167149230998,506,506,0,208.93345595166102,8.134873448503924,7,0,candidate_only_not_PD
138,23,img114333_ 23_138.tiff,Huber MRF lambda=0.1,33.05995690510616,27.116084449133837,33.05995690510616,158.36772968828765,1282.6597445761472,507,507,1,1282.3442328502424,2.725110699377751,10,0,candidate_only_not_PD
138,23,img114333_ 23_138.tiff,Huber MRF lambda=1,143.142494793748,112.6815648735448,143.142494793748,77.43048536212343,1190.336150333871,507,507,1,1190.204601796897,2.7388269770406737,13,0,candidate_only_not_PD
138,23,img114333_ 23_138.tiff,Huber MRF lambda=10,259.2921956069232,193.77465166185144,259.29219560692314,22.23556109047155,667.3225242436965,506,506,0,667.2808246921049,2.6068970409049257,12,0,candidate_only_not_PD
144,24,img114338_ 24_144.tiff,Raw,0.0,0.0,0.0,201.6336,1424.0,507,507,1,1424.0,2.696428571428555,5,0,candidate_only_not_PD
144,24,img114338_ 24_144.tiff,Median+Gaussian,353.8758293954661,243.64805943114317,353.8488496841888,9.520680395690741,236.19856585086745,506,506,0,236.19459894093234,8.258827571428071,9,0,candidate_only_not_PD
